Datetime,Temp_F,Temp_C
2024-01-01 00:55:00,37.8,3.2222222222222205
2024-01-01 01:55:00,35.4,1.888888888888888
2024-01-01 02:55:00,35.8,2.1111111111111094
2024-01-01 03:55:00,35.6,2.000000000000001
2024-01-01 04:55:00,35.2,1.7777777777777792
2024-01-01 04:55:00,35.2,1.7777777777777792
2024-01-01 05:05:00,33.8,0.9999999999999984
2024-01-01 05:55:00,35.2,1.7777777777777792
2024-01-01 06:55:00,34.9,1.6111111111111103
2024-01-01 07:55:00,35.2,1.7777777777777792
2024-01-01 08:55:00,34.3,1.2777777777777761
2024-01-01 09:55:00,34.0,1.1111111111111112
2024-01-01 10:31:00,35.6,2.000000000000001
2024-01-01 10:55:00,33.4,0.777777777777777
2024-01-01 11:55:00,33.6,0.8888888888888896
2024-01-01 12:27:00,32.0,0.0
2024-01-01 12:55:00,34.5,1.3888888888888888
2024-01-01 13:45:00,32.0,0.0
2024-01-01 13:55:00,34.0,1.1111111111111112
2024-01-01 14:55:00,31.8,-0.11111111111111072
2024-01-01 15:18:00,32.0,0.0
2024-01-01 15:55:00,32.0,0.0
2024-01-01 16:56:00,32.0,0.0
2024-01-01 17:55:00,33.6,0.8888888888888896
2024-01-01 18:56:00,31.1,-0.4999999999999992
2024-01-01 19:55:00,32.5,0.2777777777777778
2024-01-01 20:55:00,33.4,0.777777777777777
2024-01-01 21:55:00,33.3,0.7222222222222207
2024-01-01 22:55:00,33.4,0.777777777777777
2024-01-01 23:55:00,31.8,-0.11111111111111072
2024-01-02 00:55:00,31.3,-0.3888888888888885
2024-01-02 01:55:00,32.4,0.22222222222222143
2024-01-02 02:55:00,32.0,0.0
2024-01-02 03:55:00,32.4,0.22222222222222143
2024-01-02 04:23:00,33.8,0.9999999999999984
2024-01-02 04:56:00,32.2,0.11111111111111269
2024-01-02 05:26:00,32.0,0.0
2024-01-02 05:42:00,33.8,0.9999999999999984
2024-01-02 05:55:00,31.3,-0.3888888888888885
2024-01-02 06:27:00,32.0,0.0
2024-01-02 06:55:00,32.0,0.0
2024-01-02 07:09:00,32.0,0.0
2024-01-02 07:24:00,32.0,0.0
2024-01-02 07:55:00,31.5,-0.2777777777777778
2024-01-02 08:56:00,31.8,-0.11111111111111072
2024-01-02 09:56:00,30.9,-0.6111111111111119
2024-01-02 10:32:00,32.0,0.0
2024-01-02 10:55:00,31.8,-0.11111111111111072
2024-01-02 11:55:00,32.5,0.2777777777777778
2024-01-02 12:55:00,30.4,-0.8888888888888896
2024-01-02 13:58:00,31.1,-0.4999999999999992
2024-01-02 15:00:00,31.8,-0.11111111111111072
2024-01-02 15:25:00,32.0,0.0
2024-01-02 15:39:00,32.0,0.0
2024-01-02 15:55:00,31.8,-0.11111111111111072
2024-01-02 16:27:00,32.0,0.0
2024-01-02 16:55:00,32.0,0.0
2024-01-02 17:12:00,32.0,0.0
2024-01-02 17:14:00,32.0,0.0
2024-01-02 17:34:00,33.8,0.9999999999999984
2024-01-02 17:55:00,32.7,0.38888888888889045
2024-01-02 18:55:00,33.6,0.8888888888888896
2024-01-02 19:55:00,34.3,1.2777777777777761
2024-01-02 20:55:00,38.7,3.7222222222222237
2024-01-02 21:57:00,39.6,4.222222222222223
2024-01-02 22:55:00,37.4,2.999999999999999
2024-01-02 23:02:00,37.4,2.999999999999999
2024-01-02 23:22:00,37.4,2.999999999999999
2024-01-02 23:56:00,35.6,2.000000000000001
2024-01-03 00:57:00,35.6,2.000000000000001
2024-01-03 01:55:00,35.2,1.7777777777777792
2024-01-03 02:55:00,34.2,1.2222222222222239
2024-01-03 03:55:00,34.5,1.3888888888888888
2024-01-03 04:55:00,35.1,1.722222222222223
2024-01-03 05:55:00,34.3,1.2777777777777761
2024-01-03 06:55:00,34.9,1.6111111111111103
2024-01-03 07:55:00,34.0,1.1111111111111112
2024-01-03 08:55:00,34.2,1.2222222222222239
2024-01-03 09:46:00,33.8,0.9999999999999984
2024-01-03 09:58:00,34.7,1.5000000000000016
2024-01-03 10:02:00,35.6,2.000000000000001
2024-01-03 10:42:00,35.6,2.000000000000001
2024-01-03 10:55:00,34.9,1.6111111111111103
2024-01-03 11:29:00,33.8,0.9999999999999984
2024-01-03 11:45:00,33.8,0.9999999999999984
2024-01-03 11:55:00,33.8,0.9999999999999984
2024-01-03 12:27:00,33.8,0.9999999999999984
2024-01-03 12:30:00,33.8,0.9999999999999984
2024-01-03 12:41:00,33.8,0.9999999999999984
2024-01-03 12:46:00,33.8,0.9999999999999984
2024-01-03 12:55:00,33.6,0.8888888888888896
2024-01-03 13:55:00,33.4,0.777777777777777
2024-01-03 14:01:00,33.8,0.9999999999999984
2024-01-03 14:08:00,33.8,0.9999999999999984
2024-01-03 14:28:00,32.0,0.0
2024-01-03 14:31:00,33.8,0.9999999999999984
2024-01-03 14:40:00,32.0,0.0
2024-01-03 14:55:00,32.7,0.38888888888889045
2024-01-03 15:36:00,33.8,0.9999999999999984
2024-01-03 15:46:00,33.8,0.9999999999999984
2024-01-03 15:55:00,32.7,0.38888888888889045
2024-01-03 16:00:00,33.8,0.9999999999999984
2024-01-03 16:27:00,33.8,0.9999999999999984
2024-01-03 16:37:00,33.8,0.9999999999999984
2024-01-03 16:47:00,33.8,0.9999999999999984
2024-01-03 16:55:00,33.4,0.777777777777777
2024-01-03 16:56:00,33.8,0.9999999999999984
2024-01-03 17:26:00,33.8,0.9999999999999984
2024-01-03 17:28:00,33.8,0.9999999999999984
2024-01-03 17:50:00,33.8,0.9999999999999984
2024-01-03 17:55:00,34.5,1.3888888888888888
2024-01-03 17:56:00,33.8,0.9999999999999984
2024-01-03 18:06:00,35.6,2.000000000000001
2024-01-03 18:09:00,33.8,0.9999999999999984
2024-01-03 18:16:00,33.8,0.9999999999999984
2024-01-03 18:30:00,35.6,2.000000000000001
2024-01-03 18:46:00,33.8,0.9999999999999984
2024-01-03 18:55:00,34.0,1.1111111111111112
2024-01-03 19:05:00,33.8,0.9999999999999984
2024-01-03 19:37:00,35.6,2.000000000000001
2024-01-03 19:55:00,34.7,1.5000000000000016
2024-01-03 19:56:00,35.6,2.000000000000001
2024-01-03 20:03:00,35.6,2.000000000000001
2024-01-03 20:55:00,35.8,2.1111111111111094
2024-01-03 21:50:00,35.6,2.000000000000001
2024-01-03 21:55:00,36.1,2.2777777777777786
2024-01-03 22:01:00,35.6,2.000000000000001
2024-01-03 22:41:00,37.4,2.999999999999999
2024-01-03 22:45:00,37.4,2.999999999999999
2024-01-03 22:52:00,37.4,2.999999999999999
2024-01-03 22:55:00,36.7,2.6111111111111125
2024-01-03 23:15:00,37.4,2.999999999999999
2024-01-03 23:25:00,37.4,2.999999999999999
2024-01-03 23:32:00,37.4,2.999999999999999
2024-01-03 23:35:00,37.4,2.999999999999999
2024-01-03 23:55:00,36.1,2.2777777777777786
2024-01-04 00:25:00,35.6,2.000000000000001
2024-01-04 00:55:00,35.2,1.7777777777777792
2024-01-04 01:01:00,35.6,2.000000000000001
2024-01-04 01:28:00,35.6,2.000000000000001
2024-01-04 01:38:00,35.6,2.000000000000001
2024-01-04 01:56:00,35.4,1.888888888888888
2024-01-04 02:15:00,35.6,2.000000000000001
2024-01-04 02:19:00,35.6,2.000000000000001
2024-01-04 02:25:00,35.6,2.000000000000001
2024-01-04 02:36:00,35.6,2.000000000000001
2024-01-04 02:58:00,35.1,1.722222222222223
2024-01-04 03:08:00,35.6,2.000000000000001
2024-01-04 03:20:00,33.8,0.9999999999999984
2024-01-04 03:33:00,33.8,0.9999999999999984
2024-01-04 03:55:00,35.8,2.1111111111111094
2024-01-04 04:52:00,35.6,2.000000000000001
2024-01-04 04:55:00,35.6,2.000000000000001
2024-01-04 05:55:00,34.3,1.2777777777777761
2024-01-04 06:55:00,34.7,1.5000000000000016
2024-01-04 07:55:00,34.7,1.5000000000000016
2024-01-04 08:55:00,35.4,1.888888888888888
2024-01-04 09:55:00,33.3,0.7222222222222207
2024-01-04 10:55:00,33.3,0.7222222222222207
2024-01-04 11:55:00,33.3,0.7222222222222207
2024-01-04 12:55:00,32.9,0.4999999999999992
2024-01-04 13:55:00,32.4,0.22222222222222143
2024-01-04 14:55:00,32.4,0.22222222222222143
2024-01-04 15:56:00,32.0,0.0
2024-01-04 16:12:00,32.0,0.0
2024-01-04 16:32:00,32.0,0.0
2024-01-04 16:57:00,32.5,0.2777777777777778
2024-01-04 17:36:00,32.0,0.0
2024-01-04 17:46:00,32.0,0.0
2024-01-04 17:55:00,36.1,2.2777777777777786
2024-01-04 18:52:00,33.8,0.9999999999999984
